"","CLIENT_HASH_ID","CARD_HASH_ID","CARD_TYPE_NAME","CREDIT_CARD","CARD_WITH_PERC","CARD_CO_BRAND","CARD_WITH_CASHBACK","STATUS_NAME","DATE_TO_WORK","START_DATE","EXPIRE_DATE","FACT_CLOSE_DATE","SMS_START_DATE","SMS_END_DATE","F1","GENDER","AGE"
"95640","7b17255424dd19ab338417dd1785f616","8ace58f85e2660e35397f0f22e6d7e39","VISA Classic",0,0,0,0,"CLOSED","2012-09-05 00:00:00","2012-09-05 00:00:00","2015-10-02 00:00:00","2015-11-11 00:00:00","(null)","(null)","309e6b5acaa01d889ed303cf65a72dbe","ֶ",17
"95641","7b17255424dd19ab338417dd1785f616","b49c7775fe181d03e60b914eecaa2817","VISA Classic",0,0,0,0,"CLOSED","2015-08-20 00:00:00","2015-08-20 00:00:00","2018-09-02 00:00:00","2015-12-29 00:00:00","(null)","(null)","309e6b5acaa01d889ed303cf65a72dbe","ֶ",17
"95642","7b17255424dd19ab338417dd1785f616","63938c62a49dd3de864cbb4e365fac8f","VISA Classic",0,0,0,0,"OK","2015-12-01 00:00:00","2015-11-19 00:00:00","2018-12-02 00:00:00","(null)","(null)","(null)","309e6b5acaa01d889ed303cf65a72dbe","ֶ",17
"95685","7b2b78cfb563a235d63cb38da72dff55","0748dd51d08a3b9659cc3bf72e95c132","VISA Classic",0,0,0,0,"OK","2016-02-01 00:00:00","2015-12-14 00:00:00","2019-01-02 00:00:00","(null)","2016-02-01 00:00:00","(null)","14aa590a6630a7dd9a4233b8b8182100","ֶ",22
"95686","7b2b78cfb563a235d63cb38da72dff55","18a02e65addd6405526a178a3defd8e1","VISA Classic",0,0,0,0,"CLOSED","2013-01-12 00:00:00","2013-01-12 00:00:00","2016-02-02 00:00:00","2016-03-15 00:00:00","2015-10-16 00:00:00","2016-02-03 00:00:00","14aa590a6630a7dd9a4233b8b8182100","ֶ",22
"95698","7b321f8a53ef5adfec2b1ecd11719de2","359dc61e48c5e4afb6bb1dbcf8389db3","VISA Classic",0,0,0,0,"OK","2014-11-14 00:00:00","2014-11-14 00:00:00","2017-12-02 00:00:00","(null)","(null)","(null)","3c423cf4f2bdd61e4dc739b26d945709","ֶ",21
"95703","7b32e0b5a33ccabc02391c1640d12f50","a08116af6ff091d3e73d079c160fdc1d","VISA Classic",0,0,0,0,"CLOSED","2014-08-30 00:00:00","2014-08-30 00:00:00","2017-09-02 00:00:00","2014-11-11 00:00:00","(null)","(null)","385043f3881c79a5959ab4c3145f8aa8","ֶ",20
"95704","7b32e0b5a33ccabc02391c1640d12f50","ea16a65328de21be3865feb0d061966b","MasterCard Electronic",0,0,0,0,"OK","2016-06-29 00:00:00","2016-06-02 00:00:00","2021-06-02 00:00:00","(null)","(null)","(null)","385043f3881c79a5959ab4c3145f8aa8","ֶ",20
"95705","7b32e0b5a33ccabc02391c1640d12f50","8e8a283d8d27f64d5c2400b4a7e7da6a","MasterCard Electronic",0,0,0,0,"OK","2014-09-10 00:00:00","2014-09-10 00:00:00","2019-10-02 00:00:00","(null)","(null)","(null)","385043f3881c79a5959ab4c3145f8aa8","ֶ",20
"95764","7b40974287571ff70898b6e79b5d3346","e3bda04822ec71ec12c8eaf4b20d4703","VISA Classic",0,0,0,0,"OK","2015-01-31 00:00:00","2014-11-29 00:00:00","2017-12-02 00:00:00","(null)","2015-04-13 00:00:00","(null)","018d34d8d97fe30fd4347602b8031ec4","ּ",22
"95765","7b40974287571ff70898b6e79b5d3346","ea4a12a7245c9bc7956156ff8ca8083f","MasterCard",0,0,0,0,"OK","2014-08-16 00:00:00","2014-08-16 00:00:00","2017-09-02 00:00:00","(null)","2014-09-17 00:00:00","(null)","018d34d8d97fe30fd4347602b8031ec4","ּ",22
"95893","7b72ad3472c2b6e41a9f0dc71499fed2","224c2b5193714c5b7c5628e78356d871","VISA Classic",0,0,0,0,"OK","2016-02-09 00:00:00","2015-12-14 00:00:00","2019-01-02 00:00:00","(null)","2016-07-08 00:00:00","(null)","263c6b32daca30743034adbd1f68a5fc","ּ",21
"95894","7b72ad3472c2b6e41a9f0dc71499fed2","c3deb476b073b682efa9966cf5c2b84b","VISA Classic",0,0,0,0,"CLOSED","2013-01-12 00:00:00","2013-01-12 00:00:00","2016-02-02 00:00:00","2016-03-15 00:00:00","(null)","(null)","263c6b32daca30743034adbd1f68a5fc","ּ",21
"95980","7b8b9747e244f7a95061e86eb63afff6","3953b0da3ab2c0d7b6139ebb675ac918","VISA Classic",0,0,0,0,"OK","2014-09-05 00:00:00","2014-09-05 00:00:00","2017-10-02 00:00:00","(null)","2016-06-03 00:00:00","(null)","385043f3881c79a5959ab4c3145f8aa8","ֶ",20
"96001","7b90deea0534246e3b0f090ee6f1c58c","dd6833b7cc6a841f14084be19f81a71f","MasterCard",0,0,0,0,"OK","2013-09-24 00:00:00","2013-09-24 00:00:00","2016-10-02 00:00:00","(null)","2015-10-08 00:00:00","2015-11-09 00:00:00","3dfbcfdf96da35c17688cd96b5a94578","ּ",21
"96019","7b983bf5a8a3dfb4256edf99e66b04e4","d3fab64eae973173c0af1db46e0e5465","MasterCard Electronic",0,0,0,0,"OK","2014-09-12 00:00:00","2014-09-12 00:00:00","2019-10-02 00:00:00","(null)","2014-10-28 00:00:00","(null)","0e521f30657448f205ecf7a46e4105c0","ֶ",20
"96024","7b9c3f4617524474a12043eb6dac7c1f","9c3843e09fb71948671492aefe23defd","VISA Classic",0,0,0,0,"OK","2014-04-09 00:00:00","2014-04-09 00:00:00","2017-05-02 00:00:00","(null)","2016-05-31 00:00:00","2016-06-01 00:00:00","385043f3881c79a5959ab4c3145f8aa8","ֶ",24
"96102","7bb12e0060b7cb830810231bf54c08c8","78e70b1925b7c3a1600bd9878670e787","VISA Classic",0,0,0,0,"OK","2015-09-11 00:00:00","2015-08-05 00:00:00","2018-09-02 00:00:00","(null)","(null)","(null)","a1fffaa77ff30165958613b698dc8fd5","ֶ",18
"96103","7bb12e0060b7cb830810231bf54c08c8","f8bf5687070b1587a9456404fab2b0c4","VISA Classic",0,0,0,0,"OK","2013-12-28 00:00:00","2013-12-28 00:00:00","2017-01-02 00:00:00","(null)","(null)","(null)","a1fffaa77ff30165958613b698dc8fd5","ֶ",18
"96156","7bc29b47ecac9993e606732a3c6de779","c8ccc8944a2e8694b55fb1b8d6ec7668","MasterCard Electronic",0,0,0,0,"OK","2013-09-26 00:00:00","2014-10-01 00:00:00","2016-10-02 00:00:00","(null)","2016-02-09 00:00:00","2016-02-09 00:00:00","309e6b5acaa01d889ed303cf65a72dbe","ּ",20
"96157","7bc29b47ecac9993e606732a3c6de779","3cec3daa2f307ae2ba7ec8269ca48da3","VISA Classic",0,0,0,0,"OK","2014-09-17 00:00:00","2014-08-29 00:00:00","2017-09-02 00:00:00","(null)","(null)","(null)","309e6b5acaa01d889ed303cf65a72dbe","ּ",20
"96177","7bc798c7368d93f8fcff47be26311ea5","3983681f5e60991c61b8196c3a5f955a","MasterCard Electronic",0,0,0,0,"OK","2014-09-18 00:00:00","2014-09-18 00:00:00","2017-10-02 00:00:00","(null)","2016-03-29 00:00:00","2016-04-22 00:00:00","db96a8c8cf0715541dd5d9fd96529ac4","ֶ",19
"96189","7bcdc62e0d37d31a949ea2506b406108","5296e9cfe52f056a48d6ca9a667f14f9","VISA Classic",0,0,0,0,"OK","2014-04-09 00:00:00","2014-04-09 00:00:00","2017-05-02 00:00:00","(null)","2014-12-18 00:00:00","(null)","97fa64500457edb6fe17b0acdaf218b2","ּ",23
"96210","7bddb989844f5a9c0c7d8ce9f68940a2","34ffc8dad265f91e3510df82316cd715","VISA Classic",0,0,0,0,"OK","2014-11-01 00:00:00","2014-11-01 00:00:00","2017-11-02 00:00:00","(null)","(null)","(null)","263c6b32daca30743034adbd1f68a5fc","ּ",22
"96211","7bddb989844f5a9c0c7d8ce9f68940a2","dfbdf71a16da59359fa77018465a5694","MasterCard",0,0,0,0,"CLOSED","2011-10-11 00:00:00","2011-10-11 00:00:00","2014-11-02 00:00:00","2014-12-13 00:00:00","(null)","(null)","263c6b32daca30743034adbd1f68a5fc","ּ",22
"96258","7bec3b2794ef8fa5dffdbf31b01ea966","fe45299a840dcdb1da46414e1c0119ef","VISA Classic",0,0,0,0,"OK","2011-10-06 00:00:00","2011-10-06 00:00:00","2014-11-02 00:00:00","(null)","(null)","(null)","8215444bab327ec0f170d0ef7296c026","ֶ",21
"96259","7bec3b2794ef8fa5dffdbf31b01ea966","63baf3423fa11376923f09a6da9f1d98","VISA Classic",0,0,0,0,"OK","2014-09-05 00:00:00","2014-09-05 00:00:00","2017-10-02 00:00:00","(null)","(null)","(null)","8215444bab327ec0f170d0ef7296c026","ֶ",21
"96269","7bf13c1b146b49ce7542ed52974b840e","10a211046db86c40ff5ff82ec0446609","MasterCard",0,0,0,0,"CLOSED","2012-11-14 00:00:00","2012-11-14 00:00:00","2015-12-02 00:00:00","2016-01-11 00:00:00","2015-10-16 00:00:00","2015-12-03 00:00:00","97fa64500457edb6fe17b0acdaf218b2","ּ",21
"96270","7bf13c1b146b49ce7542ed52974b840e","3904211b9ccc39b8d87289e96a382cf9","MasterCard",0,0,0,0,"OK","2015-11-04 00:00:00","2015-11-04 00:00:00","2018-12-02 00:00:00","(null)","2016-06-22 00:00:00","(null)","97fa64500457edb6fe17b0acdaf218b2","ּ",21
"96311","7bff134aa49d7d8cad76668e8f1622b1","78c3a69c1523ac81bda9d6247fea1503","VISA Classic",0,0,0,0,"OK","2015-10-16 00:00:00","2015-07-06 00:00:00","2018-08-02 00:00:00","(null)","(null)","(null)","db96a8c8cf0715541dd5d9fd96529ac4","ּ",22
"96312","7bff134aa49d7d8cad76668e8f1622b1","283436279977babc2defd62988eeaca6","MasterCard Electronic",0,0,0,0,"OK","2012-09-14 00:00:00","2012-09-14 00:00:00","2018-10-02 00:00:00","(null)","2016-07-26 00:00:00","(null)","db96a8c8cf0715541dd5d9fd96529ac4","ּ",22
"96507","7c35c861e491f331bc8ab82115af0bc9","3a5e36d228f7a04da8a85857818345fd","MasterCard",0,0,0,0,"OK","2014-09-19 00:00:00","2014-09-19 00:00:00","2017-10-02 00:00:00","(null)","2016-04-14 00:00:00","2016-04-14 00:00:00","8215444bab327ec0f170d0ef7296c026","ּ",20
"96544","7c4980f4bbf773ff4d9ce1b4801002af","baf163c75ea89d51449e7a7f1cf6ee0e","MasterCard Electronic",0,0,0,0,"OK","2015-01-20 00:00:00","2015-01-20 00:00:00","2018-02-02 00:00:00","(null)","2015-09-02 00:00:00","(null)","7d33c54b3363042d090cb011b215279c","ֶ",24
"96562","7c5bc3ae7d37e696acbfc74f6e05ea14","887b34bc2a2ac7ea0da7802f7e54eae2","VISA Classic",0,0,0,0,"OK","2013-09-14 00:00:00","2013-09-14 00:00:00","2016-10-02 00:00:00","(null)","2015-10-16 00:00:00","2015-11-18 00:00:00","8215444bab327ec0f170d0ef7296c026","ֶ",21
"96578","7c66f14d36bf263e820415065c9c1e2c","2137165aaa9b7e8ae5d02e0672e919f4","VISA Classic",0,0,0,0,"OK","2013-09-18 00:00:00","2013-09-18 00:00:00","2016-10-02 00:00:00","(null)","2016-07-01 00:00:00","(null)","3dfbcfdf96da35c17688cd96b5a94578","ּ",19
"96579","7c66f14d36bf263e820415065c9c1e2c","48c62bb0d8a876749eec2419d4ffbf52","VISA Classic",0,0,0,0,"OK","2015-07-14 00:00:00","2015-05-15 00:00:00","2018-07-02 00:00:00","(null)","(null)","(null)","3dfbcfdf96da35c17688cd96b5a94578","ּ",19
"96580","7c66f14d36bf263e820415065c9c1e2c","95ff9d56f63f43d1be367d43fec43606","VISA Classic",0,0,0,0,"CLOSED","2013-08-22 00:00:00","2013-07-16 00:00:00","2016-09-02 00:00:00","2015-07-07 00:00:00","(null)","(null)","3dfbcfdf96da35c17688cd96b5a94578","ּ",19
"96581","7c66f14d36bf263e820415065c9c1e2c","05517bdfac92664a78c281f676105af4","VISA Classic",0,0,0,0,"OK","2015-09-15 00:00:00","2015-08-19 00:00:00","2018-09-02 00:00:00","(null)","(null)","(null)","3dfbcfdf96da35c17688cd96b5a94578","ּ",19
"96617","7c72d4c4354dc7a9939e451ed8af8981","0d6993faedaee147d1c98e02fbf48f43","VISA Classic",0,0,0,0,"OK","2014-10-15 00:00:00","2014-10-15 00:00:00","2017-11-02 00:00:00","(null)","2016-03-09 00:00:00","(null)","a1fffaa77ff30165958613b698dc8fd5","ֶ",18
"96618","7c72d4c4354dc7a9939e451ed8af8981","014faeac98fe5a1555ca99573ff36b0c","ָּ׀",0,0,0,0,"OK","(null)","2016-08-23 00:00:00","2019-09-02 00:00:00","(null)","(null)","(null)","a1fffaa77ff30165958613b698dc8fd5","ֶ",18
"96642","7c7b9128ed7f78a75bb215789bf47d4f","fc7186fa84616545f22e866fc717f7d3","VISA Classic",0,0,0,0,"CLOSED","2014-12-04 00:00:00","2014-12-04 00:00:00","2018-01-02 00:00:00","2015-07-14 00:00:00","2014-12-19 00:00:00","2015-06-04 00:00:00","fe413a3ae1fa1e6e1b7508863bf7ad0d","ֶ",24
"96656","7c822b95c8f250f7d9f08d9959e5c55f","b274e46ab3a1ce94dae4a0dcd2cfbaf9","VISA Classic",0,0,0,0,"OK","2015-10-01 00:00:00","2015-10-01 00:00:00","2018-10-02 00:00:00","(null)","(null)","(null)","309e6b5acaa01d889ed303cf65a72dbe","ּ",22
"96657","7c822b95c8f250f7d9f08d9959e5c55f","7ea919f119cf2e0d1fa120a7fa46682c","VISA Classic",0,0,0,0,"OK","2012-09-04 00:00:00","2012-09-04 00:00:00","2015-10-02 00:00:00","(null)","2014-11-27 00:00:00","2015-04-06 00:00:00","309e6b5acaa01d889ed303cf65a72dbe","ּ",22
"96658","7c8424c150fe9ad4758ac461d9ebc7f1","c6398e4a483413f20cbca72a3a713a32","VISA Classic",0,0,0,0,"CLOSED","2012-10-06 00:00:00","2012-10-06 00:00:00","2015-11-02 00:00:00","2016-03-31 00:00:00","(null)","(null)","3c423cf4f2bdd61e4dc739b26d945709","ּ",19
"96695","7c8d3fda5b160f001b5930db791ad2f7","91f93ebd04f7bd361877a58ebccbf6fc","VISA Classic",0,0,0,0,"OK","2014-09-23 00:00:00","2014-09-23 00:00:00","2017-10-02 00:00:00","(null)","2016-05-28 00:00:00","(null)","b628d7d2ba91a097a131c51788e8c4ea","ֶ",21
"96696","7c8d3fda5b160f001b5930db791ad2f7","4aa5d41f0bf025951fcde7b7d9a66522","VISA Classic",0,0,0,0,"OK","2013-09-14 00:00:00","2013-09-14 00:00:00","2016-10-02 00:00:00","(null)","(null)","(null)","b628d7d2ba91a097a131c51788e8c4ea","ֶ",21
"96697","7c8d3fda5b160f001b5930db791ad2f7","1fe569247e6647555f2cbbc049d47a2d","ָּ׀",0,0,0,0,"OK","(null)","2016-06-30 00:00:00","2019-07-02 00:00:00","(null)","(null)","(null)","b628d7d2ba91a097a131c51788e8c4ea","ֶ",21
"96712","7c91be10c987e8e749bc283fca6c28c8","9bd1c745b274f160aeacc7373d3bf1db","VISA Classic",0,0,0,0,"OK","2013-09-14 00:00:00","2013-09-14 00:00:00","2016-10-02 00:00:00","(null)","2016-03-17 00:00:00","2016-05-12 00:00:00","97fa64500457edb6fe17b0acdaf218b2","ּ",19
"96717","7c93358c0cc5118a03e1bb17e60bda09","afd8675870a0fa8b388aa266fb79192b","VISA Classic",0,0,0,0,"CLOSED","2012-11-03 00:00:00","2012-10-19 00:00:00","2015-11-02 00:00:00","2015-12-12 00:00:00","(null)","(null)","db96a8c8cf0715541dd5d9fd96529ac4","ֶ",23
"96718","7c93358c0cc5118a03e1bb17e60bda09","916f004a8d3d5807768b532f273b9782","MasterCard Electronic",0,0,0,0,"OK","2014-11-08 00:00:00","2014-11-08 00:00:00","2019-12-02 00:00:00","(null)","(null)","(null)","db96a8c8cf0715541dd5d9fd96529ac4","ֶ",23
"96719","7c93358c0cc5118a03e1bb17e60bda09","389e943a3067f575cf21edd8dfac9ce1","VISA Electron",0,0,0,0,"CLOSED","(null)","2008-09-17 00:00:00","2011-10-02 00:00:00","2012-06-27 00:00:00","(null)","(null)","db96a8c8cf0715541dd5d9fd96529ac4","ֶ",23
"96750","7ca9a02f4bdf99c63b6ddbc406eff888","061dc2ae8d00c7cbc441c657fa64854f","VISA Classic",0,0,0,0,"OK","2013-06-29 00:00:00","2013-06-29 00:00:00","2016-07-02 00:00:00","(null)","(null)","(null)","8215444bab327ec0f170d0ef7296c026","ּ",24
"96751","7ca9a02f4bdf99c63b6ddbc406eff888","bf929bab7780393981de28902c406c6f","VISA Classic",0,0,0,0,"OK","2014-08-14 00:00:00","2014-08-06 00:00:00","2017-09-02 00:00:00","(null)","(null)","(null)","8215444bab327ec0f170d0ef7296c026","ּ",24
"96752","7ca9a02f4bdf99c63b6ddbc406eff888","789f7c3b8892124b3d3eb651b73f2f97","VISA Classic",0,0,0,0,"OK","2014-08-28 00:00:00","2014-08-14 00:00:00","2017-09-02 00:00:00","(null)","2016-05-26 00:00:00","2016-07-08 00:00:00","8215444bab327ec0f170d0ef7296c026","ּ",24
"96753","7cac69ebfbc1acbc0efb47abb6b85b83","415a3f6cb20742057ea4379fe897e215","VISA Classic",0,0,0,0,"CLOSED","2013-02-19 00:00:00","2012-12-23 00:00:00","2016-01-02 00:00:00","2016-02-12 00:00:00","2015-11-10 00:00:00","2016-01-06 00:00:00","385043f3881c79a5959ab4c3145f8aa8","ֶ",22
"96754","7cac69ebfbc1acbc0efb47abb6b85b83","af3a8ebed6c697546b04f79491e03a8c","VISA Classic",0,0,0,0,"OK","2016-01-27 00:00:00","2015-12-14 00:00:00","2019-01-02 00:00:00","(null)","2016-04-27 00:00:00","(null)","385043f3881c79a5959ab4c3145f8aa8","ֶ",22
"96802","7cbee982a0bb938cfac324f2ad8aa2a9","a59f3441c4f9cee5e805531ea59187da","VISA Classic",0,0,0,0,"CLOSED","2012-02-07 00:00:00","2012-01-16 00:00:00","2015-02-02 00:00:00","2013-03-26 00:00:00","(null)","(null)","3dfbcfdf96da35c17688cd96b5a94578","ּ",19
"96803","7cbee982a0bb938cfac324f2ad8aa2a9","91c608488ea2b02f195144affb99a311","VISA Classic",0,0,0,0,"OK","2013-02-26 00:00:00","2013-02-13 00:00:00","2016-03-02 00:00:00","(null)","(null)","(null)","3dfbcfdf96da35c17688cd96b5a94578","ּ",19
"96804","7cbee982a0bb938cfac324f2ad8aa2a9","a6c37eae3427596123822776e5bfe5a6","VISA Classic",0,0,0,0,"CLOSED","2011-09-28 00:00:00","2011-09-28 00:00:00","2014-10-02 00:00:00","2013-03-26 00:00:00","(null)","(null)","3dfbcfdf96da35c17688cd96b5a94578","ּ",19
"96853","7cc90fba8d1364597aea5533131d5641","f4cb617a750ec200764e28121d1388c5","VISA Classic",0,0,0,0,"CLOSED","2013-09-19 00:00:00","2013-09-19 00:00:00","2016-10-02 00:00:00","2015-05-30 00:00:00","(null)","(null)","97fa64500457edb6fe17b0acdaf218b2","ֶ",18
"96854","7cc90fba8d1364597aea5533131d5641","671d623d976f51a292399d1e3c6575c2","VISA Classic",0,0,0,0,"OK","2015-04-20 00:00:00","2015-04-02 00:00:00","2016-10-02 00:00:00","(null)","2016-01-13 00:00:00","(null)","97fa64500457edb6fe17b0acdaf218b2","ֶ",18
"96965","7ce50c56e54411c8c07f0be7b3198183","da15083fd29dd090706dfd76917e0546","VISA Classic",0,0,0,0,"OK","2010-09-18 00:00:00","2013-09-03 00:00:00","2016-10-02 00:00:00","(null)","2014-01-31 00:00:00","(null)","3c423cf4f2bdd61e4dc739b26d945709","ֶ",23
"96966","7ce50c56e54411c8c07f0be7b3198183","b1b83e201e3829a84228cb9bffe495fe","VISA Classic",0,0,0,0,"OK","2014-08-02 00:00:00","2014-08-02 00:00:00","2017-08-02 00:00:00","(null)","2016-05-12 00:00:00","2016-05-19 00:00:00","3c423cf4f2bdd61e4dc739b26d945709","ֶ",23
"96967","7ce650cad445a3804768f6dcaffac8ab","5ff76d7857b63264e11cad5f7daae596","VISA Classic",0,0,0,0,"CLOSED","2014-11-22 00:00:00","2014-07-09 00:00:00","2017-08-02 00:00:00","2016-06-10 00:00:00","(null)","(null)","97fa64500457edb6fe17b0acdaf218b2","ּ",24
"96968","7ce650cad445a3804768f6dcaffac8ab","1a8fdc494b49a2dc10ee41b31c3bc521","VISA Classic",0,0,0,0,"CLOSED","2014-11-19 00:00:00","2014-11-19 00:00:00","2017-12-02 00:00:00","2016-06-10 00:00:00","2016-03-03 00:00:00","2016-05-01 00:00:00","97fa64500457edb6fe17b0acdaf218b2","ּ",24
"96970","7ce709d2e3eecadadc2dc79fb786b281","a7fdc80b6281262990f9f4e52313ff56","VISA Classic",0,0,0,0,"CLOSED","2013-03-15 00:00:00","2013-03-15 00:00:00","2016-04-02 00:00:00","2014-05-07 00:00:00","(null)","(null)","309e6b5acaa01d889ed303cf65a72dbe","ֶ",24
"96971","7ce709d2e3eecadadc2dc79fb786b281","b75643d371aec9558ea95674af1feba4","MasterCard Electronic",0,0,0,0,"CLOSED","2011-05-26 00:00:00","2011-05-05 00:00:00","2014-06-02 00:00:00","2013-08-18 00:00:00","2011-05-26 00:00:00","2011-07-29 00:00:00","309e6b5acaa01d889ed303cf65a72dbe","ֶ",24
"96972","7ce709d2e3eecadadc2dc79fb786b281","2b63028ff3f4dd42d74e7e759745a521","MasterCard Electronic",0,0,0,0,"CLOSED","2011-11-22 00:00:00","2011-11-22 00:00:00","2014-12-02 00:00:00","2013-08-18 00:00:00","(null)","(null)","309e6b5acaa01d889ed303cf65a72dbe","ֶ",24
"96973","7ce709d2e3eecadadc2dc79fb786b281","9c36c44679447ab203174b1abee13b34","VISA Classic",0,0,0,0,"OK","2014-03-07 00:00:00","2014-03-07 00:00:00","2017-04-02 00:00:00","(null)","2016-07-14 00:00:00","(null)","309e6b5acaa01d889ed303cf65a72dbe","ֶ",24
"96974","7ce709d2e3eecadadc2dc79fb786b281","59762cc4e56cf2ae917a804db838497e","MasterCard Electronic",0,0,0,0,"CLOSED","2010-09-29 00:00:00","2010-09-29 00:00:00","2013-10-02 00:00:00","2013-07-09 00:00:00","(null)","(null)","309e6b5acaa01d889ed303cf65a72dbe","ֶ",24
"96975","7ce8cc5e2f9ee3791d91385f5a50dad6","6a98c72a3a067925f9116b6385e62e2e","VISA Classic",0,0,0,0,"OK","2013-09-26 00:00:00","2013-09-26 00:00:00","2016-10-02 00:00:00","(null)","2016-03-30 00:00:00","(null)","db96a8c8cf0715541dd5d9fd96529ac4","ּ",20
"96980","7cedc9b90ebce536f4f3ff7067060a95","8704849ca0f77b140471d27706d760dd","VISA Classic",0,0,0,0,"OK","2013-10-09 00:00:00","2013-10-09 00:00:00","2016-11-02 00:00:00","(null)","2016-08-27 00:00:00","(null)","71e1e42d79887c04b571828357d5f37e","ֶ",20
"96998","7cf02e265f058e8d7d842e794ebbae8b","d1071160bd6a20699c65d5c6310d6d38","VISA Classic",0,0,0,0,"OK","2014-09-09 00:00:00","2014-09-09 00:00:00","2017-10-02 00:00:00","(null)","2016-05-12 00:00:00","(null)","a1fffaa77ff30165958613b698dc8fd5","ֶ",19
"97010","7cf35644138b53c49bd07e151f5c4342","518acc79488bedb5fb71c35c6ca49552","VISA Classic",0,0,0,0,"OK","2014-09-23 00:00:00","2014-09-23 00:00:00","2017-10-02 00:00:00","(null)","(null)","(null)","db96a8c8cf0715541dd5d9fd96529ac4","ּ",18
"97011","7cf35644138b53c49bd07e151f5c4342","754f3cd9bcc991eaa445200f7ca5e228","ָּ׀",0,0,0,0,"OK","(null)","2016-08-16 00:00:00","2019-09-02 00:00:00","(null)","(null)","(null)","db96a8c8cf0715541dd5d9fd96529ac4","ּ",18
"97019","7cf42bc64387089005fd96cf4865c3e7","d82483fcf82d3c8001563e14ffe4caae","MasterCard Electronic",0,0,0,0,"CLOSED","2012-10-23 00:00:00","2012-10-23 00:00:00","2015-11-02 00:00:00","2016-01-14 00:00:00","2013-11-23 00:00:00","2016-01-14 00:00:00","94a7532568244c10541472dffb66f1f1","ּ",19
"97020","7cf42bc64387089005fd96cf4865c3e7","d7134b8b9cfd8fe08d92e9cdf6abaeb5","VISA Classic",0,0,0,0,"OK","2013-09-18 00:00:00","2013-09-18 00:00:00","2016-10-02 00:00:00","(null)","2015-10-16 00:00:00","(null)","94a7532568244c10541472dffb66f1f1","ּ",19
"97021","7cf50532861f8c34be9609c2ff84e2eb","1492dbbc3dd8f42423d7fcb43536fc91","VISA Classic",0,0,0,0,"CLOSED","2014-02-18 00:00:00","2014-02-18 00:00:00","2017-03-02 00:00:00","2014-04-15 00:00:00","(null)","(null)","a1fffaa77ff30165958613b698dc8fd5","ֶ",23
"97022","7cf50532861f8c34be9609c2ff84e2eb","1b8e5ac576f516ab4cdd0672a75a1570","VISA Classic",0,0,0,0,"OK","2014-07-15 00:00:00","2014-07-15 00:00:00","2017-08-02 00:00:00","(null)","2015-10-01 00:00:00","(null)","a1fffaa77ff30165958613b698dc8fd5","ֶ",23
"97023","7cf5d1a3779d0f069990349e3d1ba1f7","4fc7057e8376d9baf2d2939839d6c846","VISA Classic",0,0,0,0,"CLOSED","2012-10-26 00:00:00","2012-10-26 00:00:00","2015-11-02 00:00:00","2015-12-12 00:00:00","2015-10-07 00:00:00","2015-11-03 00:00:00","309e6b5acaa01d889ed303cf65a72dbe","ֶ",23
"97024","7cf5d1a3779d0f069990349e3d1ba1f7","3533406fe86ba74d4e565edcaefa1345","VISA Classic",0,0,0,0,"OK","2015-10-12 00:00:00","2015-10-12 00:00:00","2018-11-02 00:00:00","(null)","2015-10-12 00:00:00","2016-03-05 00:00:00","309e6b5acaa01d889ed303cf65a72dbe","ֶ",23
"97066","7cff316dc1ff1111645f31a2d6eaa95e","52d9c1b1c6c3b9a6fef20333a7c9bce6","VISA Classic",0,0,0,0,"OK","2013-09-27 00:00:00","2013-09-27 00:00:00","2016-10-02 00:00:00","(null)","2015-12-25 00:00:00","(null)","bac64815dc7b441809c1d4de833ef9fd","ֶ",22
"97086","7d0857bf2acf5fc883b69f46c0f0fe06","cbf430f37e482ef003324511b6199662","VISA Classic",0,0,0,0,"CLOSED","2013-09-12 00:00:00","2013-09-12 00:00:00","2016-10-02 00:00:00","2014-01-28 00:00:00","(null)","(null)","3dfbcfdf96da35c17688cd96b5a94578","ֶ",21
"97087","7d0857bf2acf5fc883b69f46c0f0fe06","5c5060e189d21738418cb69232993420","VISA Classic",0,0,0,0,"CLOSED","2013-12-19 00:00:00","2013-12-11 00:00:00","2017-01-02 00:00:00","2015-04-27 00:00:00","(null)","(null)","3dfbcfdf96da35c17688cd96b5a94578","ֶ",21
"97088","7d0857bf2acf5fc883b69f46c0f0fe06","4659c1cbc69e2a7c7756664c00c3c3fa","VISA Classic",0,0,0,0,"OK","2013-12-11 00:00:00","2013-11-28 00:00:00","2016-12-02 00:00:00","(null)","(null)","(null)","3dfbcfdf96da35c17688cd96b5a94578","ֶ",21
"97089","7d0857bf2acf5fc883b69f46c0f0fe06","c05317b5a17c72341182904fcec34fde","MasterCard Electronic",0,0,0,0,"OK","2015-03-16 00:00:00","2015-02-27 00:00:00","2020-03-02 00:00:00","(null)","(null)","(null)","3dfbcfdf96da35c17688cd96b5a94578","ֶ",21
"97195","7d37d115915beb9c30418df955ca9d22","14e0a9bfa089f6679347cb654b32f661","VISA Classic",0,0,0,0,"CLOSED","2014-09-11 00:00:00","2014-09-11 00:00:00","2017-10-02 00:00:00","2015-04-20 00:00:00","(null)","(null)","8215444bab327ec0f170d0ef7296c026","ֶ",24
