"","CLIENT_HASH_ID","CONTRACT_HASH_ID","TERM","CONTRACT_SUM","CURRENT_SUM","CURRENT_INTEREST_RATE","OPEN_DATE","PLAN_CLOSE_DATE","FACT_CLOSE_DATE","PRODUCT","CONTRACT_TYPE","CURRENT_PRINCIPAL_SUM","F1","GENDER","AGE"
"110734","79e96bab26318751fbd9712418333bf4","424bf1fdc7bd7a2a3448f69ef528e854","(null)","0",0,"0","2014-11-08 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",22
"110846","7a0608ee1d759c29721075429741e968","f4831d2c95ce9412764ec5c1dd725337","(null)","0",0,"0","2013-09-21 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","М",19
"110878","7a1322b5c56d83da851774bedfe3aa5e","209c144b5eb02e0c4db1568e93a881f7","(null)","0",0,"0","2013-05-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",19
"110879","7a1322b5c56d83da851774bedfe3aa5e","40c268aa1b53a8628d6239697c9151bd","(null)","0",0,"0","2015-04-10 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",19
"110880","7a1322b5c56d83da851774bedfe3aa5e","4658b630e77022c6f875c4b54fc72d13","(null)","0",0,"0","2014-12-12 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",19
"110904","7a1b330eff0710dd220631da826f9250","e9b7fb0336b0ab1c42f9b83a6335a40e","(null)","0",0,"0","2014-09-24 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","Ж",19
"111004","7a33d601abdcd618abc24d6a17a23a6e","3417cb77e9a3e05c5d0ff894533fd31e","(null)","0",33000,"0","2014-09-19 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",20
"111044","7a3c8c69becb6bc496f9e8a6f46852a2","79f99bb33a63b1530c056bc5a25da4da","(null)","0",0,"0","2014-10-10 00:00:00","(null)","(null)","Текущий счёт","D","(null)","0e521f30657448f205ecf7a46e4105c0","Ж",19
"111091","7a46a160bb02446c94dcc2404cb47915","07555f5115494f6030586c0431ab5953","(null)","0",100,"0","2013-10-04 00:00:00","(null)","(null)","Текущий счёт","D","(null)","0e521f30657448f205ecf7a46e4105c0","Ж",20
"111107","7a4c1acd7c09c2c3315c51de7363654c","d27c9739df2f9e9c882c06c72472a308","(null)","0",300,"0","2014-09-13 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",19
"111119","7a528625dcad22ab941ce307b3a7657e","55dd697f949bd7f283ce614582f64a87","(null)","100",0,"0","2012-09-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8df3acb67e47faaeb753cc9a4c6ced3e","Ж",20
"111144","7a576ea8409773aff95a8c5c850171d9","bce07010faffa7e733b781ba5f54f56e","(null)","0",0,"0","2011-09-23 00:00:00","(null)","(null)","Текущий счёт","D","(null)","bac64815dc7b441809c1d4de833ef9fd","Ж",23
"111149","7a59bc11ab62f0d87f14224334701d4a","4d6b2e3859307283aaa3e6ec33fa27bf","(null)","300",0,"0","2012-12-11 00:00:00","(null)","(null)","Текущий счёт","D","(null)","db96a8c8cf0715541dd5d9fd96529ac4","Ж",20
"111150","7a59bc11ab62f0d87f14224334701d4a","99d2df7b161c057b40b4f530cb49e48b","(null)","0",0,"0","2012-09-15 00:00:00","(null)","2014-11-14 00:00:00","Текущий счёт","D","(null)","db96a8c8cf0715541dd5d9fd96529ac4","Ж",20
"111163","7a5e3710e71666cfa9a052876463224b","868366e1acfd912e765d79dce72caa4f","(null)","0",0,"0","2011-10-19 00:00:00","(null)","(null)","Текущий счёт","D","(null)","a1fffaa77ff30165958613b698dc8fd5","Ж",23
"111203","7a63bf5d7522011704b193958f3dd372","6c24f0b8db09c76f232b2997ea5fa521","(null)","0",0,"0","2012-10-23 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",19
"111204","7a63bf5d7522011704b193958f3dd372","34ead6b3666556b752962ecd62ff6810","(null)","(null)",0,"18","2016-06-21 00:00:00","(null)","(null)","Овердрафт","C","0","3dfbcfdf96da35c17688cd96b5a94578","Ж",19
"111592","7ab33d585a687362ccd6ad8ce680e23d","7758918e3583585b564620cf8f8e2527","(null)","60000",200,"0","2012-11-16 00:00:00","(null)","(null)","Текущий счёт","D","(null)","94a7532568244c10541472dffb66f1f1","Ж",24
"111593","7ab33d585a687362ccd6ad8ce680e23d","11b482491000fa8e07012f1ccb76202f","(null)","0",0,"0","2014-12-10 00:00:00","(null)","(null)","Текущий счёт","D","(null)","94a7532568244c10541472dffb66f1f1","Ж",24
"111807","7afd16a8bcc9989dd7d411fb0daa22be","7b8c3d770d5d95af34bf856c72d22b33","(null)","200",200,"0","2014-07-02 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",20
"111808","7afd16a8bcc9989dd7d411fb0daa22be","51b6f696266307bfff736c0dee68e2d7","(null)","0",0,"0","2013-10-05 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",20
"111810","7afe4eb15fe3260d1a32de33da6be51c","0327bd81a3fd0074fe188583949e8f9c","(null)","0",0,"0","2013-09-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","1ca2d30ce0631cee23b98dfc2d24bdcf","М",19
"111811","7afe4eb15fe3260d1a32de33da6be51c","f81cb954be8b6e06a2a606961d446852","(null)","(null)",0,"18","2015-11-27 00:00:00","(null)","(null)","Овердрафт","C","0","1ca2d30ce0631cee23b98dfc2d24bdcf","М",19
"111871","7b1526fdbd7e57d538376f4ab8c61bff","76d65827814546e3f7d71fef47b5d1fe","(null)","0",0,"0","2013-11-29 00:00:00","(null)","2015-03-12 00:00:00","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",24
"111905","7b2b78cfb563a235d63cb38da72dff55","2814aceedbd311504cd5a88ed5e7b16e","(null)","0",2200,"0","2013-01-12 00:00:00","(null)","(null)","Текущий счёт","D","(null)","14aa590a6630a7dd9a4233b8b8182100","Ж",22
"111918","7b321f8a53ef5adfec2b1ecd11719de2","9b1cfdd977dd7429bb9baaf20616c8f2","(null)","0",100,"0","2014-11-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3c423cf4f2bdd61e4dc739b26d945709","Ж",21
"111926","7b32e0b5a33ccabc02391c1640d12f50","fd7f5a3ed83755aaf00a8f07b22de0fc","(null)","0",23000,"0","2014-09-10 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",20
"111927","7b32e0b5a33ccabc02391c1640d12f50","46b0b890c5ef6d6198a005f126e9d53f","(null)","0",0,"0","2014-08-30 00:00:00","(null)","2014-11-11 00:00:00","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",20
"112000","7b40974287571ff70898b6e79b5d3346","e6960e4dacdf8f95b3f28ac6fb5651c3","(null)","0",0,"0","2015-01-31 00:00:00","(null)","(null)","Текущий счёт","D","(null)","018d34d8d97fe30fd4347602b8031ec4","М",22
"112001","7b40974287571ff70898b6e79b5d3346","5bc45825789c4658994bdc6e0b86086a","(null)","1000",0,"0","2014-08-16 00:00:00","(null)","(null)","Текущий счёт","D","(null)","018d34d8d97fe30fd4347602b8031ec4","М",22
"112180","7b72ad3472c2b6e41a9f0dc71499fed2","0ae316844f29d5ff56ee46d2d815474f","(null)","0",3500,"0","2013-01-12 00:00:00","(null)","(null)","Текущий счёт","D","(null)","263c6b32daca30743034adbd1f68a5fc","М",21
"112296","7b8b9747e244f7a95061e86eb63afff6","53a0c2b183a5a84d9200992ca0967e03","(null)","0",0,"0","2014-09-05 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",20
"112318","7b90deea0534246e3b0f090ee6f1c58c","7b9daf8472484873b436fada7fc4803f","(null)","0",4700,"0","2013-09-24 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",21
"112333","7b983bf5a8a3dfb4256edf99e66b04e4","96bd2cf13aec2ca2d35d579ec58a9040","(null)","0",3300,"0","2014-09-12 00:00:00","(null)","(null)","Текущий счёт","D","(null)","0e521f30657448f205ecf7a46e4105c0","Ж",20
"112336","7b9c3f4617524474a12043eb6dac7c1f","f6137482114bc4427f555179ae5c3ef1","(null)","0",0,"0","2014-04-09 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",24
"112407","7bb12e0060b7cb830810231bf54c08c8","206b95df13e0cbfbf6b6c9ff4a2d26c4","(null)","0",0,"0","2015-09-11 00:00:00","(null)","(null)","Текущий счёт","D","(null)","a1fffaa77ff30165958613b698dc8fd5","Ж",18
"112408","7bb12e0060b7cb830810231bf54c08c8","dabde9e7a965fd65df944f3e7005bbec","(null)","0",1200,"0","2013-12-28 00:00:00","(null)","(null)","Текущий счёт","D","(null)","a1fffaa77ff30165958613b698dc8fd5","Ж",18
"112479","7bc29b47ecac9993e606732a3c6de779","03d1ed49edc429e4b54ab71188f17e8b","(null)","200",200,"0","2013-09-26 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","М",20
"112480","7bc29b47ecac9993e606732a3c6de779","eef237623ab132aff7995a96a35c21e7","(null)","0",0,"0","2014-09-17 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","М",20
"112504","7bc798c7368d93f8fcff47be26311ea5","db5cde3c138c483e6ca2971ea35c497d","(null)","(null)",0,"18","2016-03-29 00:00:00","(null)","(null)","Овердрафт","C","0","db96a8c8cf0715541dd5d9fd96529ac4","Ж",19
"112505","7bc798c7368d93f8fcff47be26311ea5","cdfbbab7ffbb500a43bc0f94b95b2049","(null)","0",0,"0","2014-09-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","db96a8c8cf0715541dd5d9fd96529ac4","Ж",19
"112515","7bcdc62e0d37d31a949ea2506b406108","931b08d2d5b7abcf43002a75cc88d060","(null)","0",0,"0","2014-04-09 00:00:00","(null)","(null)","Текущий счёт","D","(null)","97fa64500457edb6fe17b0acdaf218b2","М",23
"112538","7bddb989844f5a9c0c7d8ce9f68940a2","eed18ad3667984fe1d052d4341fbf927","(null)","0",200,"0","2011-10-11 00:00:00","(null)","(null)","Текущий счёт","D","(null)","263c6b32daca30743034adbd1f68a5fc","М",22
"112582","7bec3b2794ef8fa5dffdbf31b01ea966","7695281c16de250e089dfe91a03f5ae9","(null)","0",0,"0","2011-10-06 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",21
"112583","7bec3b2794ef8fa5dffdbf31b01ea966","152bb7a0e867b28116c6192a7f6dc2c6","(null)","0",100,"0","2014-09-05 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",21
"112605","7bf13c1b146b49ce7542ed52974b840e","2728ed40e9098ed7fe7362afd5a16505","(null)","0",0,"0","2012-11-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","97fa64500457edb6fe17b0acdaf218b2","М",21
"112635","7bff134aa49d7d8cad76668e8f1622b1","d5f5b298c398d1677533eb4723fce821","(null)","(null)",100,"18","2015-01-02 00:00:00","(null)","(null)","Овердрафт","C","0","db96a8c8cf0715541dd5d9fd96529ac4","М",22
"112636","7bff134aa49d7d8cad76668e8f1622b1","43186a6340c654ad9f893cfdc0516f6e","(null)","0",100,"0","2012-09-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","db96a8c8cf0715541dd5d9fd96529ac4","М",22
"112637","7bff134aa49d7d8cad76668e8f1622b1","520b41e70920a9f0e71d1250aefd9d5a","(null)","0",0,"0","2015-10-16 00:00:00","(null)","(null)","Текущий счёт","D","(null)","db96a8c8cf0715541dd5d9fd96529ac4","М",22
"112852","7c35c861e491f331bc8ab82115af0bc9","f219e701c9a076756179066105892440","(null)","0",0,"0","2014-09-19 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","М",20
"112916","7c4980f4bbf773ff4d9ce1b4801002af","54a39652ec8cfa19a1118b99af8ca104","(null)","0",4400,"0","2015-01-20 00:00:00","(null)","(null)","Текущий счёт","D","(null)","7d33c54b3363042d090cb011b215279c","Ж",24
"112934","7c5bc3ae7d37e696acbfc74f6e05ea14","e64ee1e1791f8a6380fc41289da29b63","(null)","0",0,"0","2013-09-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",21
"112953","7c66f14d36bf263e820415065c9c1e2c","7853057916f58808ea470ad8e8c658c6","6","220000",0,"10","2013-08-20 00:00:00","2014-08-18 00:00:00","2014-02-18 00:00:00","Срочный депозит","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",19
"112954","7c66f14d36bf263e820415065c9c1e2c","eef46452ce6e8913b31e1a04273afaf0","6","170000",0,"11","2014-08-19 00:00:00","2015-08-16 00:00:00","2015-08-17 00:00:00","Срочный депозит","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",19
"112955","7c66f14d36bf263e820415065c9c1e2c","ccdc708bf886bd0a282d39bd1e2c11e2","(null)","(null)",0,"18","2016-07-01 00:00:00","(null)","(null)","Овердрафт","C","0","3dfbcfdf96da35c17688cd96b5a94578","М",19
"112956","7c66f14d36bf263e820415065c9c1e2c","cf559808dc56414abf4f80b5437a90fe","6","160000",0,"8","2015-08-17 00:00:00","2016-02-14 00:00:00","2016-02-15 00:00:00","Срочный депозит","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",19
"112957","7c66f14d36bf263e820415065c9c1e2c","76c16c8c588a33c2095841a8349afbc5","(null)","0",0,"0","2013-09-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",19
"112958","7c66f14d36bf263e820415065c9c1e2c","ebce6613ff51cb22203d3b8087546288","(null)","0",0,"0","2013-08-20 00:00:00","(null)","2016-03-15 00:00:00","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",19
"112959","7c66f14d36bf263e820415065c9c1e2c","81dc5d2b206d21d9a7c60a6a09c2ff71","(null)","0",0,"0","2015-07-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",19
"112960","7c66f14d36bf263e820415065c9c1e2c","df119f72351fadbf9189e0262e31002f","(null)","0",0,"0","2013-08-22 00:00:00","(null)","2015-08-18 00:00:00","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",19
"112961","7c66f14d36bf263e820415065c9c1e2c","3e26108eab93466c54031d89d48c420b","(null)","0",0,"0","2015-09-15 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",19
"112962","7c66f14d36bf263e820415065c9c1e2c","7c18eb2f2a7a76fefb9f8e554c963cf1","6","170000",0,"15","2014-02-18 00:00:00","2014-08-18 00:00:00","2014-08-19 00:00:00","Срочный депозит","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",19
"112998","7c72d4c4354dc7a9939e451ed8af8981","0e60f9291853f5181e374dd512c024f7","(null)","0",0,"0","2016-08-23 00:00:00","(null)","(null)","Текущий счёт","D","(null)","a1fffaa77ff30165958613b698dc8fd5","Ж",18
"112999","7c72d4c4354dc7a9939e451ed8af8981","2d7f13e183ae2eb4c3c34cdaf7d762a4","(null)","0",0,"0","2014-10-15 00:00:00","(null)","(null)","Текущий счёт","D","(null)","a1fffaa77ff30165958613b698dc8fd5","Ж",18
"113028","7c7b9128ed7f78a75bb215789bf47d4f","f0a8e530bfb15b0629e7ba7b356dd83a","(null)","0",0,"0","2014-12-04 00:00:00","(null)","2015-07-14 00:00:00","Текущий счёт","D","(null)","fe413a3ae1fa1e6e1b7508863bf7ad0d","Ж",24
"113043","7c822b95c8f250f7d9f08d9959e5c55f","ad0256370603247334addf867ebab3de","(null)","0",0,"0","2012-09-04 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","М",22
"113044","7c8424c150fe9ad4758ac461d9ebc7f1","0d17395a888fc184d1052c0d2d757600","(null)","0",0,"0","2012-10-06 00:00:00","(null)","2016-03-31 00:00:00","Текущий счёт","D","(null)","3c423cf4f2bdd61e4dc739b26d945709","М",19
"113086","7c8d3fda5b160f001b5930db791ad2f7","7b6c9c786641ab7f961290ccb603cd05","(null)","0",1300,"0","2014-09-23 00:00:00","(null)","(null)","Текущий счёт","D","(null)","b628d7d2ba91a097a131c51788e8c4ea","Ж",21
"113087","7c8d3fda5b160f001b5930db791ad2f7","222f425840a2ff8c292e8d6517290da4","(null)","0",2500,"0","2013-09-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","b628d7d2ba91a097a131c51788e8c4ea","Ж",21
"113104","7c91be10c987e8e749bc283fca6c28c8","1228c8113877554e01fa40c91bd59a28","(null)","0",9900,"0","2013-09-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","97fa64500457edb6fe17b0acdaf218b2","М",19
"113110","7c93358c0cc5118a03e1bb17e60bda09","0b46f0cacb90a75c21e0b1906be43191","(null)","0",0,"0","2008-09-17 00:00:00","(null)","2015-12-28 00:00:00","Текущий счёт","D","(null)","db96a8c8cf0715541dd5d9fd96529ac4","Ж",23
"113111","7c93358c0cc5118a03e1bb17e60bda09","4f18e61125a21e55c94486abedf2ef39","(null)","0",800,"0","2014-11-08 00:00:00","(null)","(null)","Текущий счёт","D","(null)","db96a8c8cf0715541dd5d9fd96529ac4","Ж",23
"113112","7c93358c0cc5118a03e1bb17e60bda09","42bf4b0c2eafd356c5f335b1f98e3662","(null)","(null)",0,"18","2014-03-18 00:00:00","(null)","(null)","Овердрафт","C","0","db96a8c8cf0715541dd5d9fd96529ac4","Ж",23
"113157","7ca9a02f4bdf99c63b6ddbc406eff888","700b23c2e89aabf3cae6a1cb3788cc24","(null)","0",0,"0","2014-08-14 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","М",24
"113158","7ca9a02f4bdf99c63b6ddbc406eff888","08f44b54e899611f509cb4b77a3d4e0d","(null)","27000",0,"0","2013-06-29 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","М",24
"113159","7cac69ebfbc1acbc0efb47abb6b85b83","37bef102937a731c243e766e646fc1ed","(null)","0",6800,"0","2012-12-23 00:00:00","(null)","(null)","Текущий счёт","D","(null)","385043f3881c79a5959ab4c3145f8aa8","Ж",22
"113198","7cbee982a0bb938cfac324f2ad8aa2a9","cfa92d6fdb301b50c349f13cca66a494","(null)","0",0,"0","2011-09-28 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","М",19
"113251","7cc90fba8d1364597aea5533131d5641","ad1f727c38956a90b681a1a80d5025f9","(null)","0",6200,"0","2013-09-19 00:00:00","(null)","(null)","Текущий счёт","D","(null)","97fa64500457edb6fe17b0acdaf218b2","Ж",18
"113379","7ce50c56e54411c8c07f0be7b3198183","8768e4d00b82215fbfcb0b019b747550","(null)","(null)",6800,"18","2016-04-15 00:00:00","(null)","(null)","Овердрафт","C","0","3c423cf4f2bdd61e4dc739b26d945709","Ж",23
"113380","7ce50c56e54411c8c07f0be7b3198183","79e3b67ac8388fb32ab3a85a5b6745e5","(null)","0",0,"0","2010-09-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3c423cf4f2bdd61e4dc739b26d945709","Ж",23
"113381","7ce50c56e54411c8c07f0be7b3198183","55d86793f0840059fdeb3febf8fe2081","(null)","0",6800,"0","2014-08-02 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3c423cf4f2bdd61e4dc739b26d945709","Ж",23
"113382","7ce650cad445a3804768f6dcaffac8ab","c919500572c8059c46a4b311c68be109","(null)","0",0,"0","2014-11-19 00:00:00","(null)","2016-06-10 00:00:00","Текущий счёт","D","(null)","97fa64500457edb6fe17b0acdaf218b2","М",24
"113383","7ce650cad445a3804768f6dcaffac8ab","682ca325ed75b6ba0d777a9ee68db1c1","(null)","0",0,"0","2014-11-22 00:00:00","(null)","2016-06-10 00:00:00","Текущий счёт","D","(null)","97fa64500457edb6fe17b0acdaf218b2","М",24
"113385","7ce709d2e3eecadadc2dc79fb786b281","e453a457d16318d2b193d91b7732f586","(null)","0",0,"0","2011-11-22 00:00:00","(null)","2013-10-22 00:00:00","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","Ж",24
"113386","7ce709d2e3eecadadc2dc79fb786b281","47bd9ac45272f9d0ac1d88ff2feb9f15","(null)","0",0,"0","2013-03-15 00:00:00","(null)","2014-05-10 00:00:00","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","Ж",24
"113387","7ce709d2e3eecadadc2dc79fb786b281","4a5f9d79ddc7dcb84eb3d693ec10b432","(null)","0",0,"0","2014-03-07 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","Ж",24
"113388","7ce709d2e3eecadadc2dc79fb786b281","18fff03522005c6d1f6bac78797973ed","(null)","0",0,"0","2010-09-29 00:00:00","(null)","2013-10-22 00:00:00","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","Ж",24
"113389","7ce8cc5e2f9ee3791d91385f5a50dad6","bbc0fec382daf3b16cd6f4c87565a81f","(null)","100",1000,"0","2013-09-26 00:00:00","(null)","(null)","Текущий счёт","D","(null)","db96a8c8cf0715541dd5d9fd96529ac4","М",20
"113395","7cedc9b90ebce536f4f3ff7067060a95","9ff0722b25dd489682bb46499479e100","(null)","0",0,"0","2013-10-09 00:00:00","(null)","(null)","Текущий счёт","D","(null)","71e1e42d79887c04b571828357d5f37e","Ж",20
"113411","7cf02e265f058e8d7d842e794ebbae8b","b6c0ee5e4a9b49d70de18f542c88775f","(null)","(null)",0,"18","2016-05-25 00:00:00","(null)","(null)","Овердрафт","C","0","a1fffaa77ff30165958613b698dc8fd5","Ж",19
"113412","7cf02e265f058e8d7d842e794ebbae8b","2460ead6062a8b9a530869dbd37849a7","(null)","0",0,"0","2014-09-09 00:00:00","(null)","(null)","Текущий счёт","D","(null)","a1fffaa77ff30165958613b698dc8fd5","Ж",19
"113434","7cf35644138b53c49bd07e151f5c4342","1a93b251a6e5878d08de386834ef95aa","(null)","0",900,"0","2016-08-16 00:00:00","(null)","(null)","Текущий счёт","D","(null)","db96a8c8cf0715541dd5d9fd96529ac4","М",18
"113435","7cf35644138b53c49bd07e151f5c4342","04c00f025f363b7f89ff5fd95e907366","(null)","0",0,"0","2014-09-23 00:00:00","(null)","(null)","Текущий счёт","D","(null)","db96a8c8cf0715541dd5d9fd96529ac4","М",18
"113443","7cf42bc64387089005fd96cf4865c3e7","e992bf409299461d6c0109250efc2017","(null)","(null)",0,"0","2013-02-12 00:00:00","(null)","2016-01-14 00:00:00","Овердрафт","C","0","94a7532568244c10541472dffb66f1f1","М",19
"113444","7cf42bc64387089005fd96cf4865c3e7","57608afca3611fe132d3dfe2a667cba1","(null)","0",0,"0","2013-09-18 00:00:00","(null)","(null)","Текущий счёт","D","(null)","94a7532568244c10541472dffb66f1f1","М",19
"113445","7cf42bc64387089005fd96cf4865c3e7","104409d9f281fd1ed451b3e7991fd8f3","(null)","0",0,"0","2012-10-23 00:00:00","(null)","2016-01-14 00:00:00","Текущий счёт","D","(null)","94a7532568244c10541472dffb66f1f1","М",19
"113446","7cf42bc64387089005fd96cf4865c3e7","38ba67a18b8af84382fd5ac400c9fb2e","(null)","(null)",0,"18","2014-11-15 00:00:00","(null)","(null)","Овердрафт","C","0","94a7532568244c10541472dffb66f1f1","М",19
"113447","7cf50532861f8c34be9609c2ff84e2eb","c5f5d4f66824a58282cdb2a714c6772a","(null)","0",900,"0","2014-07-15 00:00:00","(null)","(null)","Текущий счёт","D","(null)","a1fffaa77ff30165958613b698dc8fd5","Ж",23
"113448","7cf50532861f8c34be9609c2ff84e2eb","356798a42bc0118f6fd190191e9dc8c8","(null)","0",0,"0","2014-02-18 00:00:00","(null)","2014-04-15 00:00:00","Текущий счёт","D","(null)","a1fffaa77ff30165958613b698dc8fd5","Ж",23
"113449","7cf5d1a3779d0f069990349e3d1ba1f7","96d218edc2341c3aa6eec33064189fdb","(null)","0",100,"0","2012-10-26 00:00:00","(null)","(null)","Текущий счёт","D","(null)","309e6b5acaa01d889ed303cf65a72dbe","Ж",23
"113504","7cff316dc1ff1111645f31a2d6eaa95e","46ce77e83f2c2e5bb77b2bc195844bc0","(null)","0",200,"0","2013-09-27 00:00:00","(null)","(null)","Текущий счёт","D","(null)","bac64815dc7b441809c1d4de833ef9fd","Ж",22
"113535","7d0857bf2acf5fc883b69f46c0f0fe06","30c6e4a3b6473e06f480d98bc45bd78d","(null)","0",5400,"0","2013-09-12 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",21
"113536","7d0857bf2acf5fc883b69f46c0f0fe06","0b70acade0753e7d7f7ee037ef34b07d","(null)","0",0,"0","2013-12-11 00:00:00","(null)","(null)","Текущий счёт","D","(null)","3dfbcfdf96da35c17688cd96b5a94578","Ж",21
"113662","7d37d115915beb9c30418df955ca9d22","0322027cec5017609c66f6ef56ee6d57","(null)","0",0,"0","2014-09-11 00:00:00","(null)","2015-04-20 00:00:00","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",24
"113663","7d3a055a68ea0edbef89101e37833564","4c9a560a74369f3a9b3d61cd85d04e1e","(null)","0",28000,"0","2013-09-10 00:00:00","(null)","(null)","Текущий счёт","D","(null)","a1fffaa77ff30165958613b698dc8fd5","Ж",22
"113687","7d3fe3fc12fdb8cc0bab6c12067a8365","08b29b17f9add4bc2678de551acf6b36","(null)","0",0,"0","2013-11-30 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",24
"113688","7d3fe3fc12fdb8cc0bab6c12067a8365","bfc8e599d8ba82903bbf9c808a0a2744","(null)","0",700,"0","2010-09-17 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",24
"113689","7d3fe3fc12fdb8cc0bab6c12067a8365","4648b53c3cd0ed093d35fb153b418d17","(null)","0",1200,"0","2016-04-05 00:00:00","(null)","(null)","Текущий счёт","D","(null)","8215444bab327ec0f170d0ef7296c026","Ж",24
"113807","7d64d9a2d9d81c26fe09723e195404c3","f398154405b11c5db286622ad9531862","(null)","300",0,"0","2012-04-14 00:00:00","(null)","2015-11-12 00:00:00","Текущий счёт","D","(null)","381b0b043094c8cf1fc0e5ecd17a4461","Ж",21
"113808","7d64d9a2d9d81c26fe09723e195404c3","59bd3ef49171439dec0dd6026b058da4","(null)","(null)",4600,"18","2016-02-17 00:00:00","(null)","(null)","Овердрафт","C","0","381b0b043094c8cf1fc0e5ecd17a4461","Ж",21
"113809","7d64d9a2d9d81c26fe09723e195404c3","8f8474b882e466ab9499c66b6eb2a97f","(null)","6000",4600,"0","2015-09-22 00:00:00","(null)","(null)","Текущий счёт","D","(null)","381b0b043094c8cf1fc0e5ecd17a4461","Ж",21
